,ids,Score,True
16950,5mpk,6.224417885394918,8.52
12483,1qku,8.09340049595051,9.59
5364,6e99,8.421574998518647,6.0
4200,4rt0,4.826390652119537,5.5
5207,3wns,-5.687113443935728,5.96
4025,4kmd,7.564748991847401,5.41
8874,3hhu,7.888515534032946,7.39
2404,2yhd,1.7038804171330137,4.64
12064,3u8w,8.955249354956878,9.0
15744,5hz9,6.311628825939234,7.03
14298,1gpk,8.542197537929328,5.37
17024,1jyq,6.5017860143432,8.7
6141,4ob2,-0.5962451688606984,6.3
13138,2p3i,5.165988809998524,3.48
10993,6m9f,0.6215668639660732,8.22
10928,1sje,6.42150927702259,8.22
7742,3svv,3.50193561138116,6.94
3082,3uii,3.316364183442445,5.0
12538,5agv,7.3512333175840885,9.7
17623,4jn2,7.764470343031075,11.68
14219,5d3j,6.244887119911052,5.24
6033,1gui,7.51045329160536,6.28
7187,5lc0,2.6882631664386474,6.7
6939,2vww,6.555637214378591,6.62
9567,3k83,4.435578662097938,7.66
3897,4pyq,2.1312747741617346,5.36
14873,3p8z,8.355270384360338,6.09
17622,2i4d,7.421523616928674,11.68
5461,5hip,4.47768024000427,6.05
3771,4xsy,6.500045055200496,5.3
2166,2puy,4.364532712402051,4.52
10145,2xxy,4.737609144178399,7.89
13163,1v2r,4.185599154215943,3.55
14389,4jfm,5.056234300640383,5.48
14491,3rf5,4.9789727563882025,5.63
12067,4flh,6.86825420971405,9.0
4319,2fuu,-0.49749944795387024,5.57
11543,6dvm,5.771079532971514,8.52
17584,3std,9.39640099338135,11.11
17352,1xjd,9.994683454855851,9.48
4206,1ggn,0.8445503926309856,5.51
3053,1kr3,5.109752125520789,5.0
15730,6mub,3.791964587882129,7.0
7714,4jg7,-0.22416145421252956,6.92
10109,5v5y,9.222519920877474,7.87
13571,4rsk,5.133458803208676,4.32
8945,5l2i,7.404351092278511,7.4
7389,1y2e,6.576395374029047,6.8
15276,4dkr,7.160453828890816,6.52
16659,5n6s,5.0527894240388616,8.09
11143,5kpk,7.307627847311932,8.3
7475,3t5i,2.9345829559525742,6.82
3352,2yjw,6.574758131601227,5.12
1830,5d6e,2.561091657316687,4.3
10970,4xcu,5.020652059098219,8.22
13456,2xg9,7.083347859710962,4.15
13103,4qll,11.000980064349227,3.38
9531,4r5y,9.848279903459595,7.64
7756,3ho2,8.546909240119797,6.95
9338,4ngr,7.07032400365618,7.55
6513,4qaa,4.016548317290974,6.44
5985,4r3b,-1.090018223415504,6.25
10994,1ero,3.107034219458399,8.23
7987,5q13,9.45174867744579,7.04
13448,4i7m,3.9833589685279316,4.14
11378,4lge,8.35897455274907,8.46
9406,4j03,5.680816357674884,7.59
13105,4lhm,5.877159507288033,3.39
8827,5t36,4.750870067010061,7.37
12973,4k0o,4.431785593667875,3.0
10422,4ap0,7.426553877600573,8.0
15840,4xaq,6.791140832197418,7.14
4123,1nlo,1.0332036886691265,5.47
13818,1c5n,4.295524055319966,4.7
17250,5l30,11.776840358379557,9.14
9396,2v13,5.345966943670253,7.59
6741,1vyz,5.720925092988078,6.54
935,5q1g,8.877239568690173,3.58
7191,5v84,8.873735425394432,6.7
17600,2xpk,7.339639270527357,11.3
9136,2vie,8.264392317111177,7.48
16220,2pyn,2.4330978228124276,7.57
9286,1tkx,7.373902828123131,7.54
2076,3jqf,3.241369590244169,4.46
6408,4x1r,9.116610338306838,6.4
406,6f6s,2.590036029106242,2.89
7599,5xgl,5.628387558300765,6.88
3121,2i1r,6.314414360567559,5.01
4938,3buw,3.5188710692544447,5.83
11237,5efb,3.576381987657904,8.37
2915,3s00,4.219558970003842,4.92
5569,3djf,5.969808167027008,6.1
8995,4ded,5.253844275842478,7.42
17003,3hkw,10.409861464538533,8.64
4202,6gr7,3.852438840996574,5.5
13967,5ipc,8.24325633228507,4.89
8783,2vtt,6.501260022432,7.36
8212,5hpm,4.465663917751222,7.13
13553,3ivg,5.265016047702895,4.3
7793,4pzw,8.629304761758759,6.96
13114,3jzh,3.3970631959593685,3.4
13029,3bug,3.723104097535594,3.18
17362,2ax9,5.37245174764969,9.52
12793,3pce,1.80195938772987,2.0
16063,5ceq,6.641196095821531,7.38
7706,3u6w,2.4065833854858814,6.92
12158,3fc2,6.31219185953432,9.06
14754,2j79,5.82307864881254,5.96
671,2hd1,3.865225630274478,3.3
11044,5ne1,4.3786752273102305,8.28
9535,5eml,7.302982820152461,7.64
12231,4rcd,10.95269252523371,9.15
11385,2ds1,9.601819355546894,8.47
4037,6aff,-0.7545687341318985,5.41
8481,4dt6,5.838532439330331,7.23
786,4yas,-2.2569201659075375,3.41
4079,1ijr,5.345426135085497,5.44
1959,1py1,3.0901506199425577,4.4
12520,3eyd,4.58562711518871,9.7
702,5ejw,4.345411795179413,3.3
7363,5ugh,8.683030020068934,6.77
2418,6f8w,7.237641289775221,4.64
9265,5eoc,3.8641440131049682,7.52
16091,4z83,7.5024893295695865,7.4
13215,4fl2,8.200569495773317,3.66
10910,4hyu,6.014924938001768,8.21
7456,2d41,5.604866089032314,6.82
6662,5j31,5.3016132313835715,6.51
2816,4lq9,5.686239260195988,4.85
4476,4zsq,6.923283335297059,5.65
7676,1b39,6.224743852213126,6.92
968,5y97,-0.26650750723251826,3.6
9470,5oq4,6.432977382354106,7.6
4463,5c4l,3.4657532945600225,5.64
14118,1qaw,6.229662987833362,5.12
5244,6b5i,8.237574137976754,5.96
17480,5llh,6.157505787620855,10.17
3285,5h5s,5.6140598349731485,5.09
6831,5aln,7.60820629538401,6.57
13562,5jgi,4.529597864140743,4.3
1601,3adu,3.366548256772991,4.14
9146,4e0w,5.893154106390579,7.48
14642,4dld,6.7497800879688326,5.82
13025,5fot,6.4662185894745905,3.17
2852,6clv,6.959228585341317,4.88
12445,5uyu,10.780270895074995,9.51
13477,1hi3,3.800810141994422,4.19
6231,4jfw,4.441601639898016,6.34
4348,4inr,2.736943347403369,5.59
2955,4nms,6.21926909133458,4.94
13471,3qfd,7.3850745999835485,4.17
8764,2vrx,6.59400499054908,7.35
815,2wi3,1.7346842814537125,3.46
3257,4drk,6.30754683237485,5.08
201,5eni,3.9512141952505115,2.3
1268,4lqy,3.815908332346895,3.89
11755,4unr,9.468180368418206,8.7
1492,1tuf,3.0283132328610582,4.05
16743,1w11,5.8971249749033,8.22
15503,5ia0,7.4803902609624116,6.73
1515,2va5,5.149823819150095,4.07
5742,2e99,7.349492358441385,6.16
13241,3l59,4.525471420555695,3.7
6267,5duc,7.222120824226433,6.35
15071,3w9k,4.387394839697307,6.32
14195,3ppp,3.2318721024954593,5.22
16674,4r74,7.069101628087898,8.1
12072,4hyh,7.391749511420045,9.0
656,4eh7,4.513981090213848,3.28
6411,4zxy,9.11023916867822,6.4
15116,1hbv,6.146133990667447,6.37
14435,3ubd,8.053299168974094,5.54
633,2r8q,5.208712688194163,3.24
10894,5nob,9.269125767544505,8.2
15024,5ia1,7.144881504984585,6.28
16226,4fnn,2.3483612667517857,7.57
15473,5nvv,7.194332152974162,6.7
6726,5zia,4.438245663337826,6.52
6176,4nah,5.841562449072314,6.31
15322,3ove,7.081229075392607,6.57
7480,3wzp,6.214890764299097,6.82
267,2wq4,4.715295233804675,2.57
12087,4uib,7.598493965868754,9.0
10544,3qkl,7.923994058860224,8.05
6152,5brn,4.378134418725476,6.3
16457,3gcp,7.917252472392731,7.82
15055,5dhu,6.578217824876305,6.3
16424,1v48,6.786799546845825,7.8
11930,6c7j,8.17794443525494,8.88
15447,1b3g,6.825026564617543,6.7
17432,2xef,6.272164615925678,9.84
8104,2il2,8.814024230968066,7.1
8050,4nud,5.897547250099615,7.07
9782,5a3n,5.397173367476089,7.72
9291,4exz,0.3220626247267267,7.54
11022,4di2,8.971925521042952,8.26
9371,3rjw,4.853979298278817,7.57
2345,4v1c,3.7068279816355036,4.6
135,1qq9,3.297902608193002,2.06
3119,6ft7,6.491251359445643,5.0
682,3ch9,2.7819860350103545,3.3
12927,1cet,3.7612348069292056,2.89
16760,4kfq,5.483865724445982,8.23
1397,2qcg,8.279564590831423,4.0
16131,1sqo,6.307087515494648,7.46
7988,6ezh,7.212964119969487,7.04
10662,3vw7,10.740673334999446,8.1
9320,1w10,2.6497175901854977,7.55
8252,3rpv,7.951130796476078,7.15
1962,3ava,4.483673584457239,4.4
858,5orx,4.3461378121836045,3.51
3180,2wmv,4.287923101786286,5.04
16919,2g5u,5.901895943787989,8.49
2593,1ce5,4.489792870635425,4.74
11277,3k9x,9.714929841465228,8.4
2174,3g4f,3.165137804804056,4.52
3535,3bcs,8.572127218510285,5.21
10147,3a29,5.9938926698905455,7.89
13607,4omk,6.106240097120798,4.4
7365,3kyf,3.565247257481374,6.78
11372,2oh4,9.701009576660372,8.46
10812,4ycl,8.821988193003842,8.15
4395,5toe,5.724962636531797,5.6
14110,6ce6,5.103736556057487,5.1
9881,3io7,6.405136852744393,7.77
3999,4aph,6.278780260667953,5.4
969,6gx3,3.3559987852018813,3.6
4344,2zlg,2.4979948529830196,5.59
10558,4y8d,5.41654616814916,8.05
12499,1i7m,5.519196082537712,9.64
6,1wkm,1.9521411908826363,0.82
4560,6bt0,3.5159892262480104,5.68
12320,3kf4,8.283802159468134,9.3
12834,4g0y,4.893702800079582,2.3
2160,1z4n,7.455431574359133,4.52
355,5ofw,3.473317206409814,2.8
13079,4i7j,3.988263287474614,3.32
1654,2lh8,1.3079788997452955,4.18
12837,4y0a,5.666466409336935,2.31
5066,5a4t,4.8737595574746475,5.89
3782,5vnb,5.794208360390759,5.3
15341,3gs6,4.868884871875076,6.59
15917,3dzt,5.9171348925392335,7.22
13223,2x6x,7.616148032409454,3.68
14552,3kku,4.761012080058411,5.7
11332,3mvm,7.4913990494137215,8.41
11169,4ddl,7.05012887760081,8.31
12906,4bt5,2.5009285543468955,2.76
1726,1prm,2.2627134852675153,4.23
5365,6q6y,5.935277909307244,6.0
670,2aqb,4.22561158115103,3.3
7259,5gvm,9.031918232266861,6.73
5877,5ttf,4.721866428526286,6.21
3981,1ow7,1.5771830415648112,5.4
14894,4kzq,8.537308035656203,6.1
6543,4w4y,9.02274671133636,6.46
15791,5gsa,6.691624644265734,7.09
14804,5kcb,6.312828976497182,6.0
10303,1o3g,3.77068784465725,7.96
8875,3otq,7.791303338839052,7.39
3756,3q2a,3.3131860069649126,5.3
12367,5xjm,4.932352093047616,9.37
5683,1cw2,5.962948047171074,6.15
10783,3oaw,6.648619249272551,8.15
10605,3k39,6.216424290012032,8.08
13050,4qlk,10.799206603878195,3.24
2254,6miq,5.812936635764191,4.55
11944,3wke,8.8489915805577,8.89
8321,5aep,7.530003892361092,7.17
2401,1c85,4.693818465486805,4.64
5143,4uvu,9.449548401422883,5.92
8877,3vi7,5.270387091866557,7.39
2410,4myh,0.3273299521755041,4.64
11664,6ds0,7.39056417753565,8.66
13703,2zz2,7.884226107038793,4.54
6982,4rsc,6.197251514431954,6.63
1924,2jdy,5.078474127646332,4.37
14167,5otz,6.810387691145271,5.19
6858,4j51,4.756026269407177,6.59
7658,4fz6,6.414397273716225,6.9
16556,3mhc,6.154764703013192,7.96
2698,1azg,1.1917050540229857,4.8
9898,4m3q,4.683602369070681,7.77
11623,5ylu,5.761685761937689,8.62
7499,5kr8,6.365480025974624,6.82
15971,2cgr,7.051099369718658,7.28
10276,5g3n,7.516150302587233,7.92
520,2ksa,0.9518823758628957,3.06
12437,2r6y,7.97382994036223,9.49
13392,2w66,5.761278303414929,4.05
9129,6b1e,2.7117105523393237,7.47
5031,2jbl,6.012480186865205,5.89
12432,1qfs,2.0629402757263997,9.48
3250,3efr,5.216861858649374,5.08
1224,1n1v,5.77904349500729,3.85
8237,2fci,1.8234583810580731,7.15
695,4j58,6.4962445784336555,3.3
8787,3ft3,6.330534901395323,7.36
9301,4uuq,-0.11953351390439435,7.54
16350,4e7r,8.088918452200145,7.7
4450,3zjt,8.37419868482676,5.64
679,3avk,4.783918657374332,3.3
10764,2bed,5.032127572766512,8.15
11544,6fyk,7.344032414236393,8.52
14138,1pb8,3.9891078378672447,5.15
15075,1ex8,11.170505034827952,6.33
13197,5lud,3.2895311876344673,3.61
7230,4dv9,6.549288269760304,6.72
16718,3rz8,5.080526236933689,8.17
15385,6eqv,7.3384613449797405,6.62
7193,5y0g,8.607627968347895,6.7
12581,6h7o,5.706871478121228,9.85
15873,5v0n,11.045274509941688,7.17
10058,3eta,11.15608100312223,7.85
3914,3wmb,4.536895075866546,5.37
571,1k9q,1.9576604017818473,3.15
16506,3rz5,4.758041337010647,7.89
3182,4dgr,5.376548557887627,5.04
25,2fah,3.03269155989654,1.3
14808,1eb2,6.051722146775435,6.01
13751,4bc5,3.4946902580128,4.6
16160,3m6r,5.271113108870749,7.49
381,4luv,3.505217504573577,2.85
12337,5l17,5.893428214851347,9.3
9828,4i9z,5.872595971833116,7.74
12374,1azx,3.9472211017274583,9.4
10771,3bea,8.943129315988946,8.15
9115,3shj,5.7090791624809105,7.47
8361,3arf,6.67655608726037,7.19
12985,2ha3,2.5193012295550083,3.03
7449,1nnu,5.994196411698422,6.82
10686,4xy2,7.727043425631323,8.1
16809,3dc3,4.361295269230298,8.31
7541,2axi,1.8118643340013405,6.85
1459,5thn,3.457270748949825,4.02
16344,3g0e,7.5703496944511635,7.7
9340,4ywa,9.44295498169094,7.55
8834,6dzq,3.4452914683806637,7.37
7613,2yol,4.43971992235654,6.89
15171,4ufh,4.726215122214659,6.42
13897,1aid,5.361709659322365,4.82
2167,2vl8,5.947368314928066,4.52
8143,6b5j,6.009835410635651,7.1
9349,5oq6,7.51735786148196,7.56
17539,6eqw,8.296196306896833,10.65
9956,4jzr,3.396003803800191,7.8
6776,4clb,7.285106503508438,6.55
1309,4dho,5.77951022022427,3.93
1504,2clo,7.809424130596732,4.06
15788,3f7h,6.204593176178422,7.09
17570,6cdl,7.879173621356562,10.92
10143,2wf4,10.269021574062151,7.89
13964,4pnu,4.937249003657521,4.89
10945,3q77,6.662761764180732,8.22
12751,2fv5,7.171870075864891,11.7
3640,3pj3,9.47904099013397,5.25
1648,5f41,5.311577444349261,4.17
9654,1b0f,0.7108817721551887,7.7
3583,4r5g,4.197319142997892,5.22
9098,4rx8,8.112173221344607,7.46
1376,1a86,4.551808057799582,4.0
7786,3lp0,2.164738231385543,6.96
11368,1ld8,8.092141078698342,8.46
5018,4pgc,6.90656271919032,5.88
12302,4otw,5.929603123335707,9.28
15449,1f3e,7.027785333879975,6.7
4582,2o3z,4.631440269820551,5.7
15781,2hnx,4.42449579027885,7.08
15017,1atl,3.2608164742850136,6.28
14856,2gst,8.203555055494636,6.07
2322,5yql,8.810912729521531,4.59
2377,4e35,5.3130220700208675,4.62
12556,2yir,9.72216778649681,9.77
15507,2x91,6.153690494180461,6.74
16918,1ec0,10.728294004244303,8.49
7768,1d3v,5.1754640727369,6.96
13052,3ta1,9.246722957129453,3.25
14342,4tun,-0.16683574422850703,5.41
361,2rib,3.839689093402558,2.82
14357,3lp7,4.797387013635762,5.44
6669,1h28,2.94289510981689,6.52
9607,1bjr,-12.694303601574353,7.68
4119,5ty8,4.616208729406084,5.46
12006,6f7q,6.740393725271785,8.96
3422,2ooz,3.861551095232856,5.15
952,2bgr,2.468724514375256,3.6
17354,1bnq,4.446342975435594,9.49
10866,1w6j,7.4483862460837615,8.19
16979,1bwa,10.48742675059859,8.6
3179,2w85,2.3691342430757967,5.04
4620,5m3a,6.462195862604427,5.7
809,5wi0,5.906237229139582,3.44
15235,3bft,4.51341805661876,6.49
6894,3tu1,6.711590111881002,6.6
5677,4pyx,6.229514821097813,6.14
13381,5vsj,6.071687614390704,4.02
1992,4fpf,4.842563051304744,4.41
4725,4qq4,4.997093548145881,5.74
8522,5dyy,6.78356951201085,7.24
5587,4mz5,3.8470752051696895,6.1
9866,1pi5,3.8175529831114927,7.77
3446,5xg4,1.0495316629266591,5.15
16095,3s5y,5.115871411698974,7.41
11776,5w86,6.670747951226839,8.7
2708,3kce,4.073562877130343,4.8
14068,3aau,3.644634994388687,5.05
5584,4hmk,4.4918968382802245,6.1
5760,3hp2,7.385689491936079,6.17
9771,4im0,5.665799659026962,7.72
1857,4b7z,5.62703183267049,4.31
3203,4c94,5.2066087205493625,5.05
2248,4hkp,7.612925405911256,4.55
2479,5op6,5.194251614804552,4.68
11509,4jnm,9.124477991964504,8.52
14495,1y3v,7.3439064725111765,5.64
8503,3kec,9.262776822926218,7.24
9938,3g5v,5.961488604825915,7.8
4716,4gao,2.786534753791718,5.74
1330,6fdq,0.3631714855048788,3.95
16875,4aoi,9.412306692442568,8.4
301,5k5s,5.830909260786321,2.69
2796,1o2p,5.498393472866591,4.85
11072,2pe1,7.265326244312607,8.3
12597,1bnm,4.627269376214839,10.0
12384,3e2m,7.1524824585182625,9.4
3497,3s1g,5.766960497723244,5.19
15452,2a5s,5.168137227663988,6.7
7934,4ux4,8.892463700767864,7.01
9203,4xyc,6.383452650996755,7.51
16782,3tt4,6.201792824876539,8.28
1234,5tha,5.573706624546298,3.85
4265,1szm,6.0899936145678195,5.53
11312,5cs2,4.605888916275075,8.4
6222,5u48,6.227996112058432,6.33
1458,5glu,1.8975121154856114,4.02
17048,3ge7,8.047609566329001,8.7
5628,5nfb,5.361279975789273,6.11
16703,2d1n,5.11085596770063,8.15
386,3qx8,3.1228065684576216,2.86
5663,4jlj,5.418213043924089,6.13
11055,1okz,10.156340771676911,8.3
2720,5eko,7.797993066949102,4.8
11736,4d8c,8.708181323428427,8.7
14222,2bfr,7.164054280564665,5.25
10125,1npz,2.740625290781769,7.89
13037,1ew9,-1.0300921872225912,3.22
1245,3g2l,7.898153780180428,3.87
10088,5fxq,6.417664350235087,7.85
15234,1dl7,2.4525595235268276,6.49
2629,6dub,5.482080315282614,4.74
4837,2xk6,6.234678431831707,5.8
6281,4anv,7.534004394220922,6.36
9797,1d8f,5.013043697227763,7.74
1630,6h0b,5.01682194898427,4.15
15970,2ceq,5.1138044857380605,7.28
6249,1yrs,7.181723163778917,6.35
12257,5zun,10.425307846719548,9.19
14638,3iue,8.943218216030274,5.82
7113,5ho6,5.872484846781453,6.69
13005,3f78,3.9542367966557177,3.1
9264,5alg,8.23521828688152,7.52
1062,3kd7,3.0892468028557065,3.7
14413,4zgk,5.391898631690535,5.51
648,1axr,5.194629439980202,3.27
7680,1o2k,3.579204563970118,6.92
7490,4w9s,4.985892142938355,6.82
12772,4wkc,7.476330492408359,12.68
7291,4p4e,6.053529780949137,6.74
3990,3arr,5.569572772624473,5.4
9099,4w4w,8.602234699173904,7.46
13423,5kat,4.956814421086805,4.1
7218,2rt5,3.3372260598077856,6.72
3044,1fgi,7.130524148309859,5.0
3415,1qxw,5.112322818382568,5.15
14369,5nka,7.538664238053948,5.46
6371,2n9x,2.316127593433036,6.4
5480,5c29,5.0902015247650585,6.06
15372,1afk,4.993826471627019,6.62
4141,2nww,3.8054181274700043,5.48
10241,3fz1,5.365080452556112,7.92
2627,5w0l,8.578498388138906,4.74
16218,1qhc,5.987980817142129,7.57
399,2wtx,6.025896684769193,2.89
9310,6cwf,5.07611086821432,7.54
1280,4kqq,8.858214959845643,3.9
9991,2bdl,1.7469450788204164,7.82
9593,4zyv,5.708382778823831,7.66
15448,1eld,0.29965240597489573,6.7
17462,4lhv,7.979215801199445,10.0
3595,3pxy,6.461336495538241,5.23
6414,5dgm,5.407307972187661,6.4
5645,4x34,2.3302478833308844,6.12
572,1noi,6.7352893812321115,3.15
9725,4tw9,6.8404951718088896,7.7
7542,2cbr,6.505430916037712,6.85
209,4k3k,4.7095908144860275,2.35
5559,2cvd,5.938219019007898,6.1
1977,5ai6,4.696515100073802,4.4
7075,2of2,5.9092227888609,6.68
1725,1prl,1.331159585521983,4.23
7154,3sff,7.654575075274163,6.7
3515,3wk6,4.869647930563154,5.2
8599,4ryl,7.085770385837192,7.28
14565,2qg0,8.078205997219932,5.72
2954,4mnv,-0.4301502583099379,4.94
12003,5wr7,11.893440170920075,8.96
13498,1kv5,3.694789434372124,4.22
2888,3lpt,5.235234533857486,4.91
362,2w6z,4.368481355904438,2.82
3470,4h3b,3.956074064176529,5.17
1870,2x4u,6.300612629151144,4.32
14000,1dar,4.639122715058783,4.96
1100,5enh,2.979255226720687,3.72
3485,3kag,3.1317854726319094,5.18
5197,2yke,12.352349592600131,5.96
7054,6aps,7.046269134139751,6.66
5003,3vf3,8.160164426989024,5.86
3024,2rox,3.112108930150962,4.98
3908,2glm,6.306976390442985,5.37
1850,2wkt,6.3402398225738015,4.31
14508,2x97,7.061411774512889,5.66
15486,3aqt,4.133800063467909,6.72
1021,5qak,4.4997941252850016,3.66
5495,3loo,10.78776813189379,6.07
3077,3new,8.09060014464863,5.0
6870,6dq8,6.359960815075413,6.59
6977,4eyr,1.3513621199141295,6.63
1258,1xfv,4.1758868247006875,3.89
5516,2pze,6.283499371195199,6.08
630,2gmk,2.8253470301688557,3.23
5679,4umt,8.46946248744818,6.14
3985,1uu9,7.71451592814063,5.4
2279,4xtm,4.357731859240338,4.57
3949,4qvw,3.337611293320214,5.38
6823,4jgv,3.19110402520907,6.57
11375,3nam,6.430554856227875,8.46
505,2pcu,4.593554035540596,3.04
16043,4q6d,5.489622002122072,7.36
16774,2e2r,7.2487908366253055,8.26
10675,4oq3,6.4525131664362805,8.1
6126,3s7b,7.086526036188495,6.3
17116,4x6n,9.625229699763684,8.82
16215,3cct,7.108439896376235,7.56
9546,6gub,7.802208410575481,7.64
1642,4azt,6.795867351061442,4.17
1555,2f18,5.909674697404326,4.1
11809,1bl4,5.394610082951087,8.74
8134,5dw1,5.715591090508304,7.1
15702,1zoh,5.646893583570872,7.0
12088,4uwk,7.55876305573121,9.0
5684,1e02,2.38200993239503,6.15
6272,1fta,5.631543509767965,6.36
4633,2oz2,3.8263985372237856,5.71
4708,3qw7,6.010168785790635,5.74
17325,4ca5,9.528128629621452,9.39
13834,1v2t,4.373593108280889,4.71
16415,5neb,5.827234725744698,7.77
14705,2weq,7.726695233802782,5.9
4283,3iqq,2.468539305955819,5.54
10081,4res,8.081176740267695,7.85
8060,5alp,6.29971622040107,7.07
7513,3deh,1.8209839965743997,6.83
486,5l97,4.557712502211222,3.0
12961,3ckb,5.285411198851256,2.98
13812,5kab,4.375830425987685,4.68
9845,5yhl,4.61972768937538,7.74
4328,4xh6,6.103247129062704,5.57
12809,5z5f,4.503898343859717,2.17
454,2r0y,2.487037922889149,3.0
16596,3k97,7.4388591249879426,8.0
14757,4d4d,7.596360364876843,5.96
13291,3lzz,3.400641422622884,3.84
9639,5q14,9.92630450639985,7.68
555,2lwi,-0.25923252051704787,3.11
11176,2qtb,8.987771953409947,8.32
6181,5ey8,6.171040818913284,6.31
4803,5d1t,6.555355697581048,5.77
6123,3o23,7.7234577906310315,6.3
3569,2rfy,5.472116102316924,5.22
7819,5usz,7.719353572056314,6.97
5488,1zpb,1.289576591190073,6.07
2635,5yz7,5.004850076751887,4.75
5758,2kce,7.128575755737384,6.17
8725,3tkh,5.736171450076101,7.33
13771,5jgq,4.075452003008597,4.62
7474,3s9t,5.319963681581351,6.82
5882,5ygf,5.906755812714005,6.21
16153,1u71,6.805542638892811,7.48
17182,3dd0,4.881479044396765,9.0
7919,5wg4,8.226550532851887,7.0
9999,2x6e,4.812455570641126,7.82
4083,3pty,3.39530742014311,5.44
5622,4no6,1.9724400336528896,6.11
14432,2y7i,6.020718257361746,5.54
2898,1ff1,2.620425026567403,4.92
13265,4w52,3.768220868510354,3.76
11315,5dxu,6.1468229659877505,8.4
4154,4oq6,4.40091505431618,5.48
5132,4gja,8.879484294733745,5.92
16992,3ryz,5.937737477117362,8.62
9885,3qpn,7.310991232208901,7.77
17088,1d4l,8.705121680339333,8.77
16572,1b57,3.3050812865303656,8.0
15909,5kly,8.753616652884618,7.21
4625,5vqw,8.418226430295233,5.7
6650,2wtc,5.91524576666098,6.51
12348,3vbq,6.344907074743605,9.33
4575,2adm,4.998834507288586,5.7
3699,3zmh,2.0300546687712333,5.28
7032,3ow6,7.068197811001047,6.66
8475,6dvo,4.383268396112259,7.22
8641,2fwz,6.674926253169328,7.3
8884,5j1v,7.227980818617408,7.39
13731,2ihj,9.116832588410162,4.59
9726,4tyt,2.2966955260657467,7.7
