1ajq Affinity: -4.87293 (kcal/mol)
2j78 Affinity: -6.50427 (kcal/mol)
1b9j Affinity: -8.22736 (kcal/mol)
2baj Affinity: -11.40101 (kcal/mol)
2ctc Affinity: -5.82636 (kcal/mol)
2d3z Affinity: -8.25840 (kcal/mol)
1ha2 Affinity: -8.46132 (kcal/mol)
1xgj Affinity: -5.22012 (kcal/mol)
1nvq Affinity: -13.54733 (kcal/mol)
1fzj Affinity: -9.16082 (kcal/mol)
1fkn Affinity: -7.35279 (kcal/mol)
1f4e Affinity: -6.33679 (kcal/mol)
1pz5 Affinity: -5.48790 (kcal/mol)
1fzk Affinity: -9.87109 (kcal/mol)
1nfy Affinity: -9.66891 (kcal/mol)
4tim Affinity: -3.17635 (kcal/mol)
3pce Affinity: -3.54247 (kcal/mol)
1fcx Affinity: -15.48004 (kcal/mol)
1trd Affinity: -3.85696 (kcal/mol)
1gpk Affinity: -10.43348 (kcal/mol)
1y6q Affinity: -9.28548 (kcal/mol)
2qwe Affinity: -7.32477 (kcal/mol)
1a30 Affinity: -5.08871 (kcal/mol)
5er1 Affinity: -6.17775 (kcal/mol)
1jaq Affinity: -5.76077 (kcal/mol)
1slg Affinity: -6.66659 (kcal/mol)
2fdp Affinity: -10.39717 (kcal/mol)
1j16 Affinity: -5.65534 (kcal/mol)
1uwt Affinity: -6.73113 (kcal/mol)
2cet Affinity: -8.58705 (kcal/mol)
2i0d Affinity: -8.54401 (kcal/mol)
1nc1 Affinity: -8.08258 (kcal/mol)
1e5a Affinity: -4.55225 (kcal/mol)
1o3f Affinity: -8.02729 (kcal/mol)
1a69 Affinity: -7.90471 (kcal/mol)
2bok Affinity: -8.73062 (kcal/mol)
1flr Affinity: -12.64588 (kcal/mol)
2brb Affinity: -7.70226 (kcal/mol)
1q7a Affinity: -5.62991 (kcal/mol)
1v48 Affinity: -7.56200 (kcal/mol)
1elb Affinity: -4.81350 (kcal/mol)
1hi4 Affinity: -4.38188 (kcal/mol)
1syh Affinity: -9.33747 (kcal/mol)
1m2q Affinity: -9.00735 (kcal/mol)
1b7h Affinity: -7.73165 (kcal/mol)
1ai5 Affinity: -5.55408 (kcal/mol)
1apw Affinity: -7.97998 (kcal/mol)
1tok Affinity: -4.65693 (kcal/mol)
1v16 Affinity: -9.07127 (kcal/mol)
1fh8 Affinity: -7.61936 (kcal/mol)
2brm Affinity: -7.26646 (kcal/mol)
1tyr Affinity: -0.36449 (kcal/mol)
2azr Affinity: -6.56182 (kcal/mol)
7cpa Affinity: -7.81724 (kcal/mol)
2ceq Affinity: -5.79805 (kcal/mol)
1zs0 Affinity: -7.43226 (kcal/mol)
2ayr Affinity: -11.17797 (kcal/mol)
1xd1 Affinity: -10.09049 (kcal/mol)
1lol Affinity: -7.99390 (kcal/mol)
1ndy Affinity: -7.07344 (kcal/mol)
2qwb Affinity: -6.68699 (kcal/mol)
1o3p Affinity: -7.42741 (kcal/mol)
2aou Affinity: -8.35563 (kcal/mol)
1ajp Affinity: -5.13578 (kcal/mol)
2er9 Affinity: -7.95923 (kcal/mol)
1vzq Affinity: -11.31239 (kcal/mol)
1ttm Affinity: -5.64734 (kcal/mol)
2cer Affinity: -8.46017 (kcal/mol)
2hdq Affinity: -3.99949 (kcal/mol)
2g94 Affinity: -8.87996 (kcal/mol)
1f4g Affinity: -8.12428 (kcal/mol)
1hfs Affinity: -11.58385 (kcal/mol)
3std Affinity: -12.33315 (kcal/mol)
2f01 Affinity: -8.53208 (kcal/mol)
1fd0 Affinity: -15.78146 (kcal/mol)
1m0q Affinity: -7.66015 (kcal/mol)
1zc9 Affinity: -3.29360 (kcal/mol)
1j17 Affinity: -9.68328 (kcal/mol)
2d0k Affinity: -7.10885 (kcal/mol)
1k9s Affinity: -9.74803 (kcal/mol)
1hk4 Affinity: -4.76549 (kcal/mol)
1nje Affinity: -6.92282 (kcal/mol)
1pxo Affinity: -6.42042 (kcal/mol)
1u2y Affinity: -4.66375 (kcal/mol)
2usn Affinity: -5.67660 (kcal/mol)
1e66 Affinity: -12.01787 (kcal/mol)
2d1o Affinity: -6.78750 (kcal/mol)
1d09 Affinity: -7.94195 (kcal/mol)
1a08 Affinity: -5.17203 (kcal/mol)
1b39 Affinity: -7.44967 (kcal/mol)
1x1z Affinity: -9.58060 (kcal/mol)
1gni Affinity: -6.17156 (kcal/mol)
1bcu Affinity: -6.95493 (kcal/mol)
1fkb Affinity: -11.21667 (kcal/mol)
1l2s Affinity: -6.38766 (kcal/mol)
1y1m Affinity: -6.15544 (kcal/mol)
1rnt Affinity: -5.23500 (kcal/mol)
1fcz Affinity: -14.13197 (kcal/mol)
4er2 Affinity: -7.16412 (kcal/mol)
1zoe Affinity: -6.49944 (kcal/mol)
2d3u Affinity: -8.05782 (kcal/mol)
2f80 Affinity: -8.69693 (kcal/mol)
2j77 Affinity: -6.25076 (kcal/mol)
1fki Affinity: -11.21680 (kcal/mol)
1zvx Affinity: -7.80250 (kcal/mol)
1g7f Affinity: -6.72606 (kcal/mol)
1s39 Affinity: -7.61126 (kcal/mol)
1dhi Affinity: -7.69021 (kcal/mol)
1om1 Affinity: -9.30632 (kcal/mol)
1sl3 Affinity: -10.38197 (kcal/mol)
1u33 Affinity: -7.68076 (kcal/mol)
1kv1 Affinity: -8.91588 (kcal/mol)
2bzz Affinity: -7.48503 (kcal/mol)
1n2v Affinity: -6.56859 (kcal/mol)
1ftm Affinity: -8.08652 (kcal/mol)
1jq9 Affinity: -1.56910 (kcal/mol)
1bma Affinity: -6.64688 (kcal/mol)
1df8 Affinity: -7.95719 (kcal/mol)
1ela Affinity: -7.04497 (kcal/mol)
1ppm Affinity: -7.99611 (kcal/mol)
1is0 Affinity: -5.31870 (kcal/mol)
1b8o Affinity: -9.48687 (kcal/mol)
2b1v Affinity: -8.14007 (kcal/mol)
1u1b Affinity: -7.62421 (kcal/mol)
1o0h Affinity: -6.57577 (kcal/mol)
1q8t Affinity: -6.61624 (kcal/mol)
2bz6 Affinity: -7.86846 (kcal/mol)
1sqa Affinity: -7.96068 (kcal/mol)
1nny Affinity: -9.51056 (kcal/mol)
2std Affinity: -9.13395 (kcal/mol)
2aov Affinity: -7.80884 (kcal/mol)
1if7 Affinity: -6.09962 (kcal/mol)
3pcj Affinity: -4.83568 (kcal/mol)
1ydt Affinity: -8.34389 (kcal/mol)
2rkm Affinity: -6.86148 (kcal/mol)
1loq Affinity: -7.52752 (kcal/mol)
1toi Affinity: -5.30763 (kcal/mol)
1bxo Affinity: -10.87451 (kcal/mol)
1ols Affinity: -9.07046 (kcal/mol)
